;reduction_rate;accuracy
0;0.0;0.7493877551020407
1;0.1;0.7489795918367347
2;0.2;0.6991836734693877
3;0.3;0.6748979591836733
4;0.4;0.6022448979591836
5;0.5;0.6638775510204081
6;0.6;0.6091836734693878
7;0.7;0.2879591836734694
8;0.8;0.20510204081632652
9;0.9;0.19346938775510203
