;reduction_rate;accuracy
0;0.0;0.7493877551020407
1;0.1;0.7153061224489796
2;0.2;0.7436734693877551
3;0.3;0.7640816326530613
4;0.4;0.6520408163265305
5;0.5;0.6508163265306123
6;0.6;0.5238775510204082
7;0.7;0.6193877551020408
8;0.8;0.3373469387755102
9;0.9;0.19816326530612244
