;reduction_rate;accuracy
0;0.0;0.7493877551020407
1;0.1;0.7497959183673469
2;0.2;0.7422448979591837
3;0.3;0.743265306122449
4;0.4;0.7369387755102041
5;0.5;0.7373469387755102
6;0.6;0.7277551020408163
7;0.7;0.7212244897959184
8;0.8;0.7112244897959183
