;reduction_rate;accuracy
0;0.0;0.7493877551020407
1;0.1;0.7380876548312755
2;0.2;0.7267666630946561
3;0.3;0.7303300194947244
4;0.4;0.7173889647492995
5;0.5;0.714640289029261
6;0.6;0.7030343673101782
7;0.7;0.6735299232085553
8;0.8;0.6313088506288258
9;0.9;0.6374212804071588
